epoch,train/box_loss,val/box_loss,train/obj_loss,val/obj_loss,train/cls_loss,val/cls_loss,metrics/precision,metrics/recall,metrics/mAP_0.5,metrics/mAP_0.5:0.95,x/lr0,x/lr1,x/lr2
187,0.010676,0.010063,0.0044268,0.0040807,0.00031932,0.00061451,0.96246,0.95841,0.96595,0.75013,0.003862,0.003862,0.003862
188,0.010652,0.0098602,0.0044072,0.0040604,0.00032811,0.00062663,0.95901,0.95718,0.96483,0.75147,0.003829,0.003829,0.003829
189,0.01063,0.010014,0.0044078,0.0040626,0.0003143,0.00066676,0.96373,0.95974,0.96674,0.75203,0.003796,0.003796,0.003796
190,0.010488,0.0099091,0.0043921,0.004045,0.00031366,0.00070815,0.96738,0.9571,0.96761,0.75453,0.003763,0.003763,0.003763
191,0.010391,0.010028,0.0044027,0.0040411,0.00030911,0.00074896,0.95752,0.9623,0.96535,0.75473,0.00373,0.00373,0.00373
192,0.010278,0.0099069,0.0045195,0.0040376,0.00031078,0.00072521,0.95442,0.96063,0.96419,0.75553,0.003697,0.003697,0.003697
193,0.010447,0.0099777,0.0044574,0.0041832,0.00030772,0.00075451,0.95919,0.9587,0.96583,0.75784,0.003664,0.003664,0.003664
194,0.010271,0.0099702,0.0043065,0.004142,0.00031588,0.00062272,0.95526,0.96483,0.96637,0.75499,0.003631,0.003631,0.003631
195,0.010301,0.0099337,0.0043465,0.004091,0.00031727,0.00061636,0.96604,0.94909,0.96567,0.76173,0.003598,0.003598,0.003598
196,0.010201,0.0098208,0.0042615,0.0040992,0.00031373,0.00062537,0.95791,0.95831,0.96519,0.75911,0.003565,0.003565,0.003565
197,0.010294,0.0099472,0.0043188,0.0041497,0.00031831,0.00067456,0.95955,0.96104,0.96532,0.75667,0.003532,0.003532,0.003532
198,0.010328,0.0099077,0.0043712,0.0041046,0.00032532,0.00066273,0.96226,0.95701,0.96515,0.75532,0.003499,0.003499,0.003499
199,0.010263,0.0098966,0.0043704,0.0040983,0.00034105,0.00071093,0.96548,0.95545,0.96656,0.75614,0.003466,0.003466,0.003466
200,0.0099252,0.0098691,0.0042683,0.0040667,0.0003184,0.00071459,0.96037,0.9598,0.96678,0.76272,0.003433,0.003433,0.003433
201,0.010327,0.0098869,0.0043235,0.0041954,0.00030373,0.00073894,0.96798,0.95157,0.967,0.75934,0.0034,0.0034,0.0034
202,0.010222,0.0097944,0.0043725,0.0041584,0.00031818,0.00070156,0.96264,0.9529,0.96564,0.75669,0.003367,0.003367,0.003367
203,0.0097304,0.0096932,0.0043072,0.0040699,0.00033836,0.00065552,0.95875,0.95899,0.96792,0.75826,0.003334,0.003334,0.003334
204,0.0097849,0.0098612,0.0042548,0.0039928,0.00028776,0.00066148,0.95732,0.95877,0.96726,0.75516,0.003301,0.003301,0.003301
205,0.010069,0.0097434,0.0040821,0.0040362,0.00029374,0.00067711,0.9546,0.9612,0.96731,0.75986,0.003268,0.003268,0.003268
206,0.0098133,0.0097429,0.0042427,0.0040483,0.00027208,0.00064895,0.95782,0.9581,0.96419,0.75724,0.003235,0.003235,0.003235
207,0.0098759,0.0098751,0.0043255,0.004099,0.0002846,0.0006401,0.95921,0.96032,0.96784,0.75468,0.003202,0.003202,0.003202
208,0.01002,0.0097632,0.0042962,0.0041117,0.00030014,0.00056192,0.96343,0.95608,0.96895,0.75843,0.003169,0.003169,0.003169
209,0.0098274,0.0096417,0.0042159,0.0041179,0.00029545,0.0005479,0.96769,0.95341,0.96729,0.75786,0.003136,0.003136,0.003136
210,0.0099676,0.0097262,0.0042105,0.0041721,0.00031806,0.0005933,0.96876,0.95685,0.96603,0.75963,0.003103,0.003103,0.003103
211,0.0095686,0.0097812,0.004036,0.0041771,0.00036133,0.00066366,0.97278,0.95491,0.96774,0.7608,0.00307,0.00307,0.00307
212,0.0095347,0.0097114,0.0040421,0.0041658,0.00028767,0.00063906,0.96581,0.95366,0.96997,0.7567,0.003037,0.003037,0.003037
213,0.0095753,0.0096758,0.0042284,0.0042107,0.00029339,0.00070708,0.96827,0.95337,0.96928,0.76233,0.003004,0.003004,0.003004
214,0.0097337,0.0096889,0.0040523,0.004156,0.00027815,0.00070985,0.96142,0.95869,0.96874,0.76341,0.002971,0.002971,0.002971
215,0.0096435,0.0096054,0.0040397,0.0041378,0.0002629,0.0007041,0.96056,0.96155,0.97003,0.76186,0.002938,0.002938,0.002938
216,0.0093792,0.0096544,0.0040857,0.0041386,0.00026975,0.00074733,0.96166,0.9564,0.96905,0.76201,0.002905,0.002905,0.002905
217,0.0095108,0.0098041,0.0040739,0.004182,0.00029461,0.00081956,0.96461,0.95597,0.96909,0.76503,0.002872,0.002872,0.002872
218,0.0094429,0.0097212,0.003966,0.0041755,0.00027782,0.00065516,0.95588,0.96314,0.96769,0.76417,0.002839,0.002839,0.002839
219,0.009427,0.0096851,0.0040354,0.0041999,0.00025677,0.00064881,0.95621,0.96223,0.96939,0.76479,0.002806,0.002806,0.002806
220,0.0094479,0.0097655,0.00406,0.0041584,0.000275,0.00074885,0.96451,0.95993,0.96894,0.76153,0.002773,0.002773,0.002773
221,0.0091937,0.0098416,0.0040656,0.0041249,0.00026918,0.00085872,0.96986,0.95559,0.96877,0.76307,0.00274,0.00274,0.00274
222,0.0088769,0.0098542,0.0038839,0.0041819,0.00028136,0.00088472,0.96472,0.95677,0.96808,0.75952,0.002707,0.002707,0.002707
223,0.0092844,0.0098206,0.0040692,0.004247,0.00027877,0.00084889,0.95974,0.96078,0.96899,0.75998,0.002674,0.002674,0.002674
224,0.0089604,0.00975,0.0039527,0.0041494,0.00026248,0.00073406,0.96287,0.96076,0.96898,0.76276,0.002641,0.002641,0.002641
225,0.0088581,0.00968,0.003861,0.0041687,0.00024116,0.00074325,0.96299,0.96061,0.96814,0.76469,0.002608,0.002608,0.002608
226,0.0091683,0.0096897,0.0039809,0.0041818,0.00025748,0.00083707,0.95908,0.95978,0.96895,0.76491,0.002575,0.002575,0.002575
227,0.0088283,0.0096729,0.0040341,0.0041973,0.00023823,0.00096436,0.95407,0.96378,0.96898,0.76534,0.002542,0.002542,0.002542
228,0.0087297,0.0095907,0.0039851,0.0041767,0.00024346,0.00092397,0.96154,0.95732,0.96864,0.76639,0.002509,0.002509,0.002509
229,0.0088599,0.0096017,0.0040088,0.0041768,0.00023366,0.00085183,0.95487,0.96439,0.96839,0.76826,0.002476,0.002476,0.002476
230,0.008954,0.0097188,0.0038114,0.0042432,0.00025011,0.00085614,0.95915,0.9612,0.96804,0.76598,0.002443,0.002443,0.002443
231,0.0087276,0.0096395,0.0039767,0.004235,0.00024426,0.00083286,0.95687,0.96193,0.96788,0.76418,0.00241,0.00241,0.00241
232,0.0087573,0.0095783,0.0040188,0.0042239,0.00023973,0.00067774,0.95338,0.96337,0.96612,0.76613,0.002377,0.002377,0.002377
233,0.008762,0.0095372,0.0038736,0.0042153,0.00022441,0.00066016,0.95907,0.96065,0.96738,0.768,0.002344,0.002344,0.002344
234,0.008699,0.0095449,0.0037766,0.0042071,0.00026786,0.00064283,0.96133,0.95817,0.96668,0.76656,0.002311,0.002311,0.002311
235,0.0084822,0.0094617,0.0037869,0.004203,0.00022301,0.00061384,0.95961,0.96211,0.96761,0.76697,0.002278,0.002278,0.002278
236,0.0086781,0.0095267,0.0039351,0.0042155,0.00021094,0.00056474,0.96024,0.95769,0.9666,0.76711,0.002245,0.002245,0.002245
237,0.0084716,0.0095459,0.003807,0.0042603,0.00022013,0.0005918,0.95659,0.96029,0.96775,0.7669,0.002212,0.002212,0.002212
238,0.0085784,0.0095473,0.003909,0.0042937,0.00024542,0.00065815,0.96809,0.95503,0.96692,0.76549,0.002179,0.002179,0.002179
239,0.0083476,0.0096678,0.0037403,0.004272,0.00022187,0.00069459,0.96233,0.95804,0.96652,0.76634,0.002146,0.002146,0.002146
240,0.0086378,0.0095785,0.0038205,0.0042548,0.00022856,0.00065281,0.9609,0.96256,0.9666,0.76765,0.002113,0.002113,0.002113
241,0.0084815,0.0095896,0.0035632,0.0042581,0.00022453,0.00064259,0.9625,0.95967,0.96694,0.76923,0.00208,0.00208,0.00208
242,0.0084874,0.0095714,0.003719,0.0042799,0.00024506,0.00066969,0.96528,0.95601,0.96689,0.77039,0.002047,0.002047,0.002047
243,0.0083599,0.009662,0.0036765,0.004321,0.0002161,0.00069083,0.95619,0.96342,0.96756,0.76907,0.002014,0.002014,0.002014
244,0.0081817,0.0095787,0.0038935,0.0043149,0.00023058,0.0006796,0.96214,0.95969,0.96598,0.76995,0.001981,0.001981,0.001981
245,0.0083619,0.0095219,0.0037507,0.0043258,0.00022133,0.00064808,0.95668,0.95964,0.96689,0.76972,0.001948,0.001948,0.001948
246,0.0080329,0.0094698,0.0036476,0.0042957,0.00022207,0.00061361,0.96507,0.95227,0.9666,0.7688,0.001915,0.001915,0.001915
247,0.008102,0.0095625,0.0037037,0.0043268,0.00020617,0.00065736,0.96454,0.95636,0.96776,0.76857,0.001882,0.001882,0.001882
248,0.0081194,0.0095355,0.0036025,0.0042965,0.00019437,0.00065081,0.96155,0.95872,0.96758,0.76984,0.001849,0.001849,0.001849
249,0.0080943,0.0094749,0.0036048,0.0042568,0.00020206,0.00063172,0.9574,0.96194,0.96682,0.77041,0.001816,0.001816,0.001816
250,0.008041,0.0095147,0.0037149,0.0043063,0.0001835,0.00068019,0.95774,0.96242,0.96695,0.77135,0.001783,0.001783,0.001783
251,0.0078851,0.0095728,0.0035829,0.0043245,0.00018028,0.00069917,0.96832,0.95213,0.96754,0.76979,0.00175,0.00175,0.00175
252,0.0081851,0.0095305,0.0036392,0.0042726,0.00020228,0.00067753,0.96837,0.95109,0.96748,0.76938,0.001717,0.001717,0.001717
253,0.0080832,0.0095274,0.0036446,0.0042215,0.00021376,0.00065724,0.9585,0.96271,0.96736,0.76793,0.001684,0.001684,0.001684
254,0.0080418,0.0095278,0.0035342,0.004206,0.00019594,0.00066395,0.96016,0.96288,0.96788,0.76844,0.001651,0.001651,0.001651
255,0.0078872,0.0095138,0.0035629,0.004186,0.00018378,0.00064677,0.96374,0.95896,0.96786,0.76979,0.001618,0.001618,0.001618
256,0.0079621,0.0095297,0.0035785,0.0042059,0.00018192,0.00065304,0.96185,0.96448,0.96806,0.76781,0.001585,0.001585,0.001585
257,0.0078029,0.009498,0.003585,0.0042283,0.00018959,0.00068859,0.9642,0.95889,0.96831,0.7697,0.001552,0.001552,0.001552
258,0.0077125,0.0095332,0.0035603,0.0042677,0.00016819,0.00073501,0.96269,0.96085,0.96816,0.76918,0.001519,0.001519,0.001519
259,0.0077147,0.0095309,0.0034622,0.0042525,0.00018084,0.00071064,0.96319,0.96353,0.96681,0.76835,0.001486,0.001486,0.001486
260,0.0076339,0.0094929,0.0034914,0.0042447,0.00019068,0.00072227,0.96733,0.95615,0.96739,0.76807,0.001453,0.001453,0.001453
261,0.0074942,0.0095518,0.0034991,0.0042156,0.00018186,0.00072169,0.96167,0.96286,0.96771,0.76772,0.00142,0.00142,0.00142
262,0.0074049,0.0095343,0.0035083,0.0041961,0.0001837,0.00070109,0.96014,0.96227,0.96764,0.76467,0.001387,0.001387,0.001387
263,0.0074907,0.009531,0.0035256,0.0042195,0.00017339,0.00067209,0.95983,0.96078,0.96805,0.76763,0.001354,0.001354,0.001354
264,0.0072275,0.0095022,0.003331,0.0042135,0.00015068,0.00066456,0.95837,0.96319,0.96742,0.7668,0.001321,0.001321,0.001321
265,0.0076002,0.0094494,0.0034712,0.004222,0.00016454,0.00067834,0.95982,0.95977,0.96744,0.76677,0.001288,0.001288,0.001288
266,0.0073592,0.0094713,0.0034436,0.0042431,0.00015148,0.00069303,0.96146,0.95895,0.96785,0.76823,0.001255,0.001255,0.001255
267,0.0075306,0.009468,0.0034106,0.0042352,0.00017307,0.0006937,0.96109,0.96117,0.96825,0.76784,0.001222,0.001222,0.001222
268,0.0072831,0.0094523,0.003391,0.0042446,0.00016464,0.00070759,0.96239,0.96222,0.96926,0.76982,0.001189,0.001189,0.001189
269,0.0073042,0.0094668,0.0034038,0.0042903,0.00018837,0.00070557,0.96058,0.96419,0.96918,0.76919,0.001156,0.001156,0.001156
270,0.0072456,0.0094659,0.0033773,0.0042883,0.00016359,0.00069942,0.96095,0.96375,0.96929,0.76992,0.001123,0.001123,0.001123
271,0.0071634,0.0094921,0.0033104,0.0042785,0.00018574,0.00068811,0.96267,0.96132,0.96978,0.77168,0.00109,0.00109,0.00109
272,0.0073301,0.009555,0.0034326,0.0042971,0.00017004,0.00068965,0.95937,0.96256,0.96835,0.77138,0.001057,0.001057,0.001057
273,0.0073681,0.009588,0.0033514,0.0043355,0.00018643,0.00071495,0.96441,0.95897,0.96876,0.77037,0.001024,0.001024,0.001024
274,0.0072373,0.0096054,0.0032711,0.0043471,0.00015569,0.00071682,0.9665,0.9589,0.96883,0.76985,0.000991,0.000991,0.000991
275,0.0070015,0.0096149,0.0032371,0.0043667,0.00014857,0.00073367,0.96554,0.96035,0.96864,0.77224,0.000958,0.000958,0.000958
276,0.0069079,0.0096347,0.0033194,0.0043467,0.00015561,0.00078253,0.9641,0.96206,0.96866,0.77181,0.000925,0.000925,0.000925
277,0.0070741,0.0096152,0.0032844,0.0043257,0.00013401,0.00075651,0.96428,0.964,0.96916,0.77075,0.000892,0.000892,0.000892
278,0.0069242,0.0095964,0.0033022,0.0043245,0.0001519,0.0007489,0.96427,0.96431,0.96966,0.77212,0.000859,0.000859,0.000859
279,0.0069011,0.0095995,0.003246,0.0043382,0.00013785,0.00077389,0.96403,0.96383,0.96961,0.77384,0.000826,0.000826,0.000826
280,0.0069137,0.0096106,0.0032523,0.0043673,0.00014143,0.00079608,0.96368,0.96287,0.96816,0.77237,0.000793,0.000793,0.000793
281,0.0069816,0.0095852,0.0033939,0.0043755,0.00014747,0.00078531,0.96259,0.96284,0.96792,0.77418,0.00076,0.00076,0.00076
282,0.0067882,0.0095941,0.0031585,0.0043608,0.00015588,0.00079907,0.96472,0.96142,0.96863,0.77474,0.000727,0.000727,0.000727
283,0.006895,0.0095906,0.0034058,0.0043496,0.00014816,0.00081139,0.96094,0.96396,0.96941,0.77236,0.000694,0.000694,0.000694
284,0.0067679,0.0095967,0.0031208,0.0043426,0.00014219,0.00082312,0.96471,0.9607,0.96954,0.77244,0.000661,0.000661,0.000661
285,0.0068873,0.0095935,0.0032311,0.0043497,0.00014149,0.00084137,0.96238,0.96293,0.9696,0.7732,0.000628,0.000628,0.000628
286,0.0068151,0.0095737,0.0032558,0.0043529,0.00012744,0.00083609,0.95911,0.96386,0.96939,0.77301,0.000595,0.000595,0.000595
287,0.00676,0.0095775,0.0031285,0.0043488,0.00012898,0.00081966,0.96368,0.95983,0.96926,0.77194,0.000562,0.000562,0.000562
288,0.0066396,0.0095641,0.0030746,0.0043464,0.00012735,0.00079696,0.96186,0.95953,0.96927,0.77211,0.000529,0.000529,0.000529
289,0.006709,0.0095692,0.0031266,0.0043371,0.00013012,0.00079806,0.96113,0.96185,0.96921,0.77267,0.000496,0.000496,0.000496
290,0.006724,0.0095702,0.0031025,0.0043431,0.00012576,0.00080103,0.96103,0.96202,0.96888,0.77297,0.000463,0.000463,0.000463
291,0.0065633,0.0095649,0.0031213,0.0043645,0.00013464,0.00080454,0.96144,0.96177,0.96891,0.77044,0.00043,0.00043,0.00043
292,0.0067588,0.0095675,0.0032324,0.0043665,0.00013684,0.00081821,0.9612,0.96222,0.96921,0.77239,0.000397,0.000397,0.000397
293,0.0066976,0.0095572,0.0032225,0.0043616,0.00012654,0.00081783,0.96101,0.96222,0.96931,0.77282,0.000364,0.000364,0.000364
294,0.0064033,0.0095858,0.003095,0.0043666,0.00011396,0.00082821,0.96529,0.95876,0.96922,0.77289,0.000331,0.000331,0.000331
295,0.006572,0.0096015,0.0031128,0.0043823,0.00011983,0.00083866,0.96169,0.96249,0.96982,0.77366,0.000298,0.000298,0.000298
296,0.0065073,0.0096156,0.003151,0.0043801,0.00012382,0.00083963,0.9621,0.96237,0.96945,0.77249,0.000265,0.000265,0.000265
297,0.0064805,0.0096007,0.0030828,0.0043708,0.00012404,0.00083039,0.96176,0.96233,0.96927,0.77278,0.000232,0.000232,0.000232
298,0.0065546,0.0096056,0.0030469,0.0043678,0.00011946,0.00083704,0.96175,0.96264,0.96949,0.77361,0.000199,0.000199,0.000199
299,0.0064255,0.0096129,0.0031241,0.0043651,0.00010241,0.00083259,0.96103,0.96377,0.96979,0.7731,0.000166,0.000166,0.000166
