,train/box_loss,val/box_loss,train/obj_loss,val/obj_loss,train/cls_loss,val/cls_loss,metrics/precision,metrics/recall,metrics/mAP_0.5,metrics/mAP_0.5:0.95,,x/lr0,x/lr1,x/lr2
190,0.0095025,0.010625,0.0039885,0.003688,0.00029262,0.00078358,0.97399,0.97071,0.98113,0.77256,,0.003763,0.003763,0.003763
191,0.0097906,0.010493,0.0041501,0.0036257,0.00031064,0.000832,0.96947,0.97275,0.97899,0.76932,,0.00373,0.00373,0.00373
192,0.0092856,0.010593,0.0040724,0.0036572,0.00028409,0.00092325,0.97093,0.9725,0.98029,0.76979,,0.003697,0.003697,0.003697
193,0.0093553,0.010599,0.0040814,0.0036723,0.00029069,0.00085217,0.97075,0.97591,0.98119,0.76695,,0.003664,0.003664,0.003664
194,0.0093476,0.010571,0.0041249,0.0036587,0.00030429,0.00081289,0.9744,0.97455,0.98134,0.76664,,0.003631,0.003631,0.003631
195,0.0092127,0.010375,0.0041645,0.003625,0.00027902,0.00078802,0.97344,0.97514,0.98181,0.76989,,0.003598,0.003598,0.003598
196,0.0094392,0.010363,0.0041966,0.0036215,0.00029786,0.00071459,0.97566,0.97381,0.98298,0.77557,,0.003565,0.003565,0.003565
197,0.0092344,0.010461,0.0039866,0.0036599,0.00027509,0.00076849,0.97888,0.96582,0.98085,0.77122,,0.003532,0.003532,0.003532
198,0.0092869,0.010508,0.0040566,0.003682,0.00030141,0.00081175,0.97725,0.9665,0.97841,0.77513,,0.003499,0.003499,0.003499
199,0.0092361,0.010577,0.003915,0.0036863,0.000297,0.00092186,0.97981,0.96881,0.97899,0.76864,,0.003466,0.003466,0.003466
200,0.0088333,0.010726,0.0039297,0.0037014,0.0002765,0.00099669,0.97926,0.97188,0.98018,0.76257,,0.003433,0.003433,0.003433
201,0.0089834,0.010502,0.0040168,0.0036914,0.00027856,0.00096309,0.98146,0.96691,0.97948,0.76793,,0.0034,0.0034,0.0034
202,0.0089568,0.010484,0.00391,0.0036353,0.00026083,0.00093406,0.98291,0.96782,0.98002,0.76807,,0.003367,0.003367,0.003367
203,0.0089009,0.010327,0.0038809,0.0036499,0.00027773,0.00095263,0.98026,0.97022,0.98001,0.77283,,0.003334,0.003334,0.003334
204,0.0089692,0.010414,0.0038432,0.003647,0.00026737,0.00095096,0.97945,0.97443,0.98169,0.77117,,0.003301,0.003301,0.003301
205,0.0088936,0.010343,0.0039488,0.0036285,0.00027695,0.00092532,0.98064,0.97213,0.98163,0.76934,,0.003268,0.003268,0.003268
206,0.0089162,0.010393,0.0038956,0.003669,0.00026128,0.00095682,0.97369,0.97613,0.98096,0.7712,,0.003235,0.003235,0.003235
207,0.0088385,0.010371,0.0038132,0.0036833,0.00026722,0.000942,0.97352,0.97477,0.98181,0.77398,,0.003202,0.003202,0.003202
208,0.0087652,0.010358,0.003815,0.0036586,0.00026712,0.00095229,0.97569,0.97424,0.98284,0.77051,,0.003169,0.003169,0.003169
209,0.008924,0.010396,0.0039668,0.0036253,0.00025555,0.0011397,0.97893,0.97373,0.98255,0.77395,,0.003136,0.003136,0.003136
210,0.0086498,0.010347,0.0038421,0.0036077,0.00026265,0.0011253,0.97704,0.97626,0.98041,0.76948,,0.003103,0.003103,0.003103
211,0.008523,0.010262,0.0038312,0.0036139,0.00023916,0.0010832,0.98025,0.96993,0.98202,0.77153,,0.00307,0.00307,0.00307
212,0.0086707,0.010388,0.0037927,0.003643,0.00025537,0.0010121,0.97347,0.97274,0.9817,0.77064,,0.003037,0.003037,0.003037
213,0.0084819,0.01043,0.0037893,0.0036865,0.00025891,0.0010862,0.97609,0.97181,0.98163,0.77104,,0.003004,0.003004,0.003004
214,0.0084591,0.010499,0.0037675,0.00368,0.00024667,0.0011968,0.97408,0.9719,0.98105,0.77116,,0.002971,0.002971,0.002971
215,0.0085913,0.0105,0.0036953,0.0036588,0.00023828,0.0012638,0.97283,0.97476,0.98203,0.77181,,0.002938,0.002938,0.002938
216,0.0084766,0.010431,0.0036855,0.0036196,0.00024336,0.0011122,0.97961,0.97294,0.98406,0.77067,,0.002905,0.002905,0.002905
217,0.0085274,0.010445,0.0036914,0.003606,0.00025214,0.0010329,0.98407,0.96542,0.98216,0.77134,,0.002872,0.002872,0.002872
218,0.0083678,0.010443,0.0037151,0.0036494,0.00025037,0.00087801,0.98196,0.96917,0.97973,0.7699,,0.002839,0.002839,0.002839
219,0.0084415,0.010343,0.003711,0.0035927,0.00024428,0.0008091,0.98274,0.96805,0.98114,0.77021,,0.002806,0.002806,0.002806
220,0.0083004,0.010261,0.0036947,0.0035445,0.00024286,0.00071065,0.98317,0.97126,0.98255,0.77513,,0.002773,0.002773,0.002773
221,0.0083188,0.010318,0.0036744,0.0035252,0.0002646,0.00071073,0.97919,0.97259,0.98299,0.77115,,0.00274,0.00274,0.00274
222,0.0083881,0.010348,0.0036749,0.0035457,0.00024561,0.000827,0.9744,0.97438,0.98148,0.77475,,0.002707,0.002707,0.002707
223,0.0081459,0.010305,0.0037318,0.0035415,0.00021368,0.0008421,0.98244,0.96962,0.98237,0.77724,,0.002674,0.002674,0.002674
224,0.0082318,0.0103,0.0036285,0.0035596,0.00023148,0.00089676,0.97977,0.97041,0.98188,0.7738,,0.002641,0.002641,0.002641
225,0.0082004,0.010304,0.0036006,0.0035974,0.0002348,0.00087207,0.97336,0.97457,0.9806,0.77484,,0.002608,0.002608,0.002608
226,0.0081267,0.010292,0.0035936,0.0036322,0.00024308,0.00086118,0.97346,0.97296,0.98006,0.77515,,0.002575,0.002575,0.002575
227,0.007913,0.010338,0.0035701,0.0036778,0.00023134,0.00091892,0.97193,0.97252,0.97936,0.77644,,0.002542,0.002542,0.002542
228,0.007846,0.010313,0.003563,0.0036795,0.00022726,0.00097607,0.97421,0.97233,0.97891,0.77149,,0.002509,0.002509,0.002509
229,0.0079217,0.010364,0.0035855,0.0036899,0.00022055,0.00095948,0.97489,0.97296,0.97903,0.7701,,0.002476,0.002476,0.002476
230,0.0078762,0.010397,0.0035358,0.003701,0.00022413,0.00091503,0.97385,0.96918,0.9792,0.77145,,0.002443,0.002443,0.002443
231,0.0078489,0.01034,0.0035154,0.003763,0.00022128,0.00086641,0.98218,0.96136,0.97924,0.77458,,0.00241,0.00241,0.00241
232,0.0077575,0.010362,0.0035163,0.0038248,0.00020303,0.00087737,0.96681,0.97412,0.98097,0.77247,,0.002377,0.002377,0.002377
233,0.007565,0.010304,0.0034471,0.003803,0.0001917,0.00089711,0.97693,0.96137,0.97974,0.775,,0.002344,0.002344,0.002344
234,0.0080057,0.010315,0.0034338,0.0037583,0.00020991,0.00086326,0.98374,0.95758,0.98078,0.77579,,0.002311,0.002311,0.002311
235,0.0077218,0.010289,0.0035242,0.0037306,0.00020196,0.00089042,0.98255,0.96069,0.98173,0.77812,,0.002278,0.002278,0.002278
236,0.007704,0.010321,0.00346,0.0037418,0.00020175,0.00093021,0.98,0.96335,0.98303,0.77951,,0.002245,0.002245,0.002245
237,0.0075917,0.010333,0.0035557,0.0037065,0.00019029,0.00096196,0.97449,0.96926,0.9823,0.78306,,0.002212,0.002212,0.002212
238,0.0073885,0.010367,0.0034655,0.0037199,0.00019528,0.00095518,0.97212,0.97288,0.98174,0.78166,,0.002179,0.002179,0.002179
239,0.0076044,0.010341,0.0034393,0.0037647,0.00020108,0.00092044,0.98096,0.96409,0.97992,0.77794,,0.002146,0.002146,0.002146
240,0.0075607,0.01033,0.0034416,0.0037468,0.00019634,0.00091191,0.97979,0.96224,0.97967,0.77726,,0.002113,0.002113,0.002113
241,0.007506,0.010307,0.0033813,0.0037606,0.00019728,0.00092417,0.97997,0.96418,0.98009,0.77506,,0.00208,0.00208,0.00208
242,0.0073776,0.01027,0.0035556,0.0037518,0.00018261,0.00094002,0.97488,0.96885,0.9799,0.77571,,0.002047,0.002047,0.002047
243,0.0075209,0.010187,0.003452,0.0037252,0.00018598,0.00092834,0.98032,0.96452,0.98093,0.77704,,0.002014,0.002014,0.002014
244,0.007399,0.010168,0.0033931,0.0037293,0.00019258,0.00089,0.97297,0.97503,0.9821,0.77771,,0.001981,0.001981,0.001981
245,0.0074068,0.010157,0.0034288,0.0037226,0.00019487,0.00086041,0.97359,0.97425,0.98246,0.77955,,0.001948,0.001948,0.001948
246,0.007423,0.010187,0.0034255,0.0037115,0.00019074,0.00084746,0.97848,0.97465,0.98332,0.78149,,0.001915,0.001915,0.001915
247,0.007234,0.010142,0.003337,0.0037061,0.0001991,0.00082822,0.97882,0.97432,0.98351,0.78184,,0.001882,0.001882,0.001882
248,0.0072387,0.010106,0.0033338,0.0036995,0.00017904,0.0008017,0.97845,0.97478,0.98264,0.78497,,0.001849,0.001849,0.001849
249,0.0072027,0.01013,0.0033765,0.0037081,0.00018674,0.00080747,0.98161,0.96996,0.98278,0.78363,,0.001816,0.001816,0.001816
250,0.0071355,0.010145,0.0033239,0.0037126,0.00017796,0.00080572,0.97903,0.97292,0.98264,0.78088,,0.001783,0.001783,0.001783
251,0.0071009,0.010131,0.0032726,0.0037132,0.00017017,0.00078366,0.97739,0.97418,0.98342,0.78243,,0.00175,0.00175,0.00175
252,0.0071172,0.0101,0.0033419,0.0036966,0.0001715,0.00079194,0.97813,0.97377,0.98348,0.78398,,0.001717,0.001717,0.001717
253,0.0072088,0.010037,0.0033647,0.0036943,0.00018132,0.00080597,0.97821,0.97275,0.98306,0.78158,,0.001684,0.001684,0.001684
254,0.0070435,0.010036,0.0032654,0.0036837,0.00017734,0.00079346,0.9818,0.96727,0.98445,0.7811,,0.001651,0.001651,0.001651
255,0.007122,0.010001,0.0032408,0.0036827,0.00017051,0.0007681,0.98136,0.96783,0.98386,0.77855,,0.001618,0.001618,0.001618
256,0.0069362,0.0099906,0.0032871,0.0036903,0.00017651,0.00076664,0.97513,0.97339,0.98296,0.78067,,0.001585,0.001585,0.001585
257,0.0068757,0.0099723,0.0032602,0.0037057,0.00017868,0.00076658,0.97323,0.97258,0.98166,0.78,,0.001552,0.001552,0.001552
258,0.0069577,0.0099917,0.0032749,0.0037185,0.0001641,0.00075759,0.9812,0.96634,0.9813,0.78024,,0.001519,0.001519,0.001519
259,0.0068707,0.01,0.0031981,0.0036883,0.00015588,0.00073601,0.98148,0.96679,0.981,0.77997,,0.001486,0.001486,0.001486
260,0.0067511,0.010013,0.0031536,0.003689,0.00015532,0.00071557,0.97698,0.96927,0.98082,0.78017,,0.001453,0.001453,0.001453
261,0.0067284,0.0099693,0.0031147,0.0036766,0.00015977,0.0007105,0.98146,0.96386,0.98089,0.78191,,0.00142,0.00142,0.00142
262,0.0068858,0.0099946,0.0032541,0.0036378,0.00019862,0.00069665,0.98213,0.96335,0.9807,0.78614,,0.001387,0.001387,0.001387
263,0.0067281,0.010026,0.0031434,0.0036455,0.00016328,0.00069156,0.97464,0.97152,0.98093,0.78477,,0.001354,0.001354,0.001354
264,0.0066336,0.010058,0.0031499,0.003693,0.00015033,0.0006969,0.97659,0.96954,0.98163,0.7858,,0.001321,0.001321,0.001321
265,0.0066475,0.010103,0.003156,0.0037735,0.00015796,0.00071503,0.97759,0.9682,0.98152,0.78355,,0.001288,0.001288,0.001288
266,0.0065764,0.01012,0.0031047,0.003824,0.0001471,0.00073097,0.97717,0.96886,0.98081,0.78427,,0.001255,0.001255,0.001255
267,0.0065051,0.010115,0.0031059,0.0038398,0.00014921,0.00075037,0.97637,0.96933,0.9804,0.78432,,0.001222,0.001222,0.001222
268,0.0064986,0.010107,0.0031477,0.0038087,0.00014812,0.00075112,0.98348,0.96075,0.98147,0.78226,,0.001189,0.001189,0.001189
269,0.0065062,0.01009,0.0030803,0.0037616,0.0001451,0.00074485,0.97764,0.96619,0.98247,0.78207,,0.001156,0.001156,0.001156
270,0.0064464,0.01008,0.0030391,0.003753,0.00015382,0.0007433,0.97706,0.96776,0.98257,0.78252,,0.001123,0.001123,0.001123
271,0.0064545,0.010078,0.0030337,0.0037615,0.00013265,0.00074403,0.97699,0.96819,0.9824,0.78264,,0.00109,0.00109,0.00109
272,0.0064746,0.010067,0.0030402,0.0037691,0.00013886,0.00075649,0.97773,0.96666,0.98083,0.78168,,0.001057,0.001057,0.001057
273,0.0062586,0.010076,0.0029557,0.0037405,0.00012499,0.00076527,0.97482,0.96878,0.98109,0.78233,,0.001024,0.001024,0.001024
274,0.0063504,0.010051,0.0030575,0.0037224,0.00014852,0.0007657,0.97527,0.96941,0.98271,0.78351,,0.000991,0.000991,0.000991
275,0.0063928,0.010037,0.0030276,0.0037152,0.00014801,0.00076651,0.97758,0.96902,0.98281,0.78336,,0.000958,0.000958,0.000958
276,0.0063315,0.010043,0.0030121,0.0037291,0.00014171,0.00076201,0.97829,0.96802,0.98283,0.78525,,0.000925,0.000925,0.000925
277,0.00605,0.010039,0.0029304,0.0037358,0.00011304,0.00075601,0.97824,0.97008,0.98268,0.78603,,0.000892,0.000892,0.000892
278,0.0063629,0.01003,0.0029334,0.0037494,0.00014193,0.00074928,0.97746,0.97056,0.9825,0.78602,,0.000859,0.000859,0.000859
279,0.0061313,0.010024,0.0029502,0.0037661,0.00011564,0.00075517,0.97982,0.96836,0.98205,0.78319,,0.000826,0.000826,0.000826
280,0.0061503,0.01001,0.0028966,0.0037574,0.00012334,0.0007484,0.98025,0.97077,0.98161,0.78316,,0.000793,0.000793,0.000793
281,0.0061526,0.010001,0.0029277,0.0037561,0.00014261,0.00074401,0.9802,0.97182,0.98166,0.78377,,0.00076,0.00076,0.00076
282,0.0061354,0.010018,0.002961,0.0037593,0.00011605,0.00074309,0.98015,0.97164,0.98225,0.78336,,0.000727,0.000727,0.000727
283,0.0061505,0.010018,0.0030234,0.0037658,0.0001333,0.0007426,0.98022,0.97025,0.98267,0.78371,,0.000694,0.000694,0.000694
284,0.0060528,0.010016,0.0028443,0.0037767,0.0001144,0.0007409,0.98201,0.97329,0.98263,0.7822,,0.000661,0.000661,0.000661
285,0.0060587,0.010016,0.0028833,0.0037861,0.00012409,0.00074049,0.98149,0.97198,0.98291,0.78358,,0.000628,0.000628,0.000628
286,0.006002,0.010022,0.0029093,0.0037961,0.00011789,0.00073871,0.97998,0.97235,0.98307,0.78205,,0.000595,0.000595,0.000595
287,0.0059985,0.010027,0.0029304,0.0038067,0.0001176,0.00074277,0.98114,0.96859,0.98305,0.7824,,0.000562,0.000562,0.000562
288,0.0059162,0.010018,0.0028911,0.0038182,0.00012304,0.00074814,0.98327,0.96861,0.98322,0.78123,,0.000529,0.000529,0.000529
289,0.0058822,0.010015,0.0028304,0.0038251,0.00012002,0.00074949,0.98459,0.9672,0.98298,0.78239,,0.000496,0.000496,0.000496
290,0.0059134,0.010029,0.0028559,0.0038394,0.00010879,0.00074648,0.97943,0.97245,0.98265,0.78135,,0.000463,0.000463,0.000463
291,0.0058898,0.010036,0.0028532,0.0038429,0.00011486,0.00074117,0.97953,0.97225,0.98246,0.78233,,0.00043,0.00043,0.00043
292,0.0058663,0.010037,0.0027888,0.0038464,0.00011098,0.00074118,0.97892,0.97263,0.98248,0.78125,,0.000397,0.000397,0.000397
293,0.0058876,0.010045,0.0028478,0.0038471,0.00011916,0.00073615,0.97987,0.97141,0.98224,0.78114,,0.000364,0.000364,0.000364
294,0.0058812,0.010035,0.0028953,0.0038412,0.00011617,0.00073153,0.97884,0.97116,0.98205,0.78087,,0.000331,0.000331,0.000331
295,0.0057833,0.010032,0.0027943,0.003839,0.00011326,0.00072726,0.97816,0.97003,0.98173,0.78277,,0.000298,0.000298,0.000298
296,0.0055868,0.010033,0.0027491,0.0038337,8.81E-05,0.00072415,0.97795,0.97025,0.98194,0.78177,,0.000265,0.000265,0.000265
297,0.0056293,0.010024,0.0027952,0.0038318,9.17E-05,0.00072241,0.97674,0.97152,0.98213,0.78258,,0.000232,0.000232,0.000232
298,0.0056457,0.010021,0.0027309,0.0038316,0.00010803,0.00072059,0.97668,0.9713,0.98209,0.78282,,0.000199,0.000199,0.000199
299,0.0056289,0.010019,0.0027779,0.0038315,0.00011366,0.00071648,0.97686,0.97127,0.9822,0.78228,,0.000166,0.000166,0.000166
