,train/box_loss,val/box_loss,train/obj_loss,val/obj_loss,train/cls_loss,val/cls_loss,metrics/precision,metrics/recall,metrics/mAP_0.5,metrics/mAP_0.5:0.95,,x/lr0,x/lr1,x/lr2
93,0.013706,0.01223,0.0055536,0.0037812,0.00054576,0.0006842,0.96321,0.96549,0.97864,0.74646,,0.006964,0.006964,0.006964
94,0.013917,0.011949,0.0055297,0.0038709,0.00056687,0.00099496,0.95958,0.9704,0.97822,0.74462,,0.006931,0.006931,0.006931
95,0.013774,0.012178,0.0053819,0.003811,0.00052386,0.00092334,0.97485,0.95995,0.9793,0.73733,,0.006898,0.006898,0.006898
96,0.013943,0.011741,0.0053773,0.003729,0.00054341,0.00066034,0.96297,0.96162,0.9787,0.74757,,0.006865,0.006865,0.006865
97,0.013772,0.011869,0.0055132,0.0037751,0.00050172,0.00069857,0.9542,0.97578,0.97668,0.74623,,0.006832,0.006832,0.006832
98,0.01363,0.011947,0.0054117,0.0039133,0.00051461,0.00084274,0.95998,0.96679,0.9792,0.74332,,0.006799,0.006799,0.006799
99,0.013466,0.012014,0.0053173,0.0037511,0.00052612,0.0015383,0.96155,0.97004,0.97863,0.74669,,0.006766,0.006766,0.006766
100,0.01354,0.01191,0.005246,0.0037926,0.00056023,0.0016598,0.96069,0.96645,0.97612,0.73788,,0.006733,0.006733,0.006733
101,0.0133,0.011717,0.0052757,0.0037402,0.00049995,0.00084461,0.95608,0.97168,0.9775,0.74127,,0.0067,0.0067,0.0067
102,0.013077,0.011962,0.0051517,0.0037174,0.00049498,0.00073137,0.96747,0.96781,0.97646,0.73854,,0.006667,0.006667,0.006667
103,0.013136,0.011707,0.0052055,0.0037597,0.00049296,0.00080494,0.96449,0.96436,0.9771,0.74219,,0.006634,0.006634,0.006634
104,0.013374,0.011979,0.0052151,0.0037195,0.00051495,0.0010603,0.96753,0.9717,0.97416,0.73925,,0.006601,0.006601,0.006601
105,0.013321,0.011597,0.0052257,0.0036942,0.00048226,0.0012748,0.97939,0.96634,0.98099,0.75258,,0.006568,0.006568,0.006568
106,0.012967,0.011548,0.0050914,0.0037611,0.00047942,0.00073659,0.96474,0.96829,0.97524,0.74572,,0.006535,0.006535,0.006535
107,0.013215,0.01154,0.0052831,0.0036649,0.00049551,0.00069758,0.96363,0.96248,0.98014,0.74661,,0.006502,0.006502,0.006502
108,0.013103,0.011593,0.0051841,0.0037893,0.00049296,0.0010702,0.96229,0.96378,0.97518,0.74054,,0.006469,0.006469,0.006469
109,0.012944,0.011588,0.005204,0.0037602,0.00049279,0.0010203,0.96461,0.9647,0.97634,0.74108,,0.006436,0.006436,0.006436
110,0.012716,0.011465,0.005087,0.0037757,0.00046334,0.00084364,0.96896,0.96684,0.9827,0.74438,,0.006403,0.006403,0.006403
111,0.012474,0.01173,0.0051095,0.0037986,0.00043926,0.00075532,0.96774,0.96761,0.98027,0.7468,,0.00637,0.00637,0.00637
112,0.012817,0.011457,0.0052714,0.0037365,0.00048445,0.00057342,0.95426,0.97423,0.97891,0.74433,,0.006337,0.006337,0.006337
113,0.012835,0.011411,0.0050674,0.0036485,0.0004841,0.00055518,0.97347,0.95895,0.98042,0.74641,,0.006304,0.006304,0.006304
114,0.013008,0.011486,0.0052482,0.0036845,0.00051814,0.0007907,0.96989,0.96483,0.97842,0.75311,,0.006271,0.006271,0.006271
115,0.012736,0.011479,0.0052212,0.0036557,0.00047169,0.000699,0.96161,0.9734,0.98109,0.75143,,0.006238,0.006238,0.006238
116,0.012453,0.011475,0.0048857,0.0037176,0.00045042,0.00073414,0.97078,0.97265,0.97935,0.75544,,0.006205,0.006205,0.006205
117,0.01222,0.011371,0.0050336,0.0036549,0.00043013,0.0007737,0.96922,0.96928,0.97868,0.75322,,0.006172,0.006172,0.006172
118,0.012221,0.011653,0.0049738,0.0037022,0.00043315,0.00097976,0.95349,0.97153,0.97742,0.74473,,0.006139,0.006139,0.006139
119,0.01244,0.011331,0.0049657,0.0036823,0.00043581,0.00065544,0.9678,0.96996,0.97812,0.75181,,0.006106,0.006106,0.006106
120,0.012436,0.011336,0.0051302,0.003687,0.00045705,0.00057719,0.97164,0.9647,0.98112,0.75553,,0.006073,0.006073,0.006073
121,0.012343,0.011281,0.0049896,0.0036976,0.00046523,0.00064672,0.96393,0.97352,0.9816,0.75336,,0.00604,0.00604,0.00604
122,0.012594,0.01152,0.0049386,0.0036657,0.00046597,0.00066789,0.9687,0.97584,0.98041,0.75552,,0.006007,0.006007,0.006007
123,0.01221,0.011253,0.0049514,0.0036841,0.00043699,0.00078954,0.97442,0.96859,0.97977,0.754,,0.005974,0.005974,0.005974
124,0.012136,0.011248,0.0048441,0.0036785,0.00042164,0.00067375,0.97562,0.96746,0.98279,0.75688,,0.005941,0.005941,0.005941
125,0.012117,0.011237,0.0048968,0.0036615,0.00042262,0.0010171,0.97371,0.9704,0.98453,0.76022,,0.005908,0.005908,0.005908
126,0.011878,0.011233,0.0049119,0.0035874,0.00043165,0.00057997,0.96202,0.96985,0.98146,0.75228,,0.005875,0.005875,0.005875
127,0.011913,0.011184,0.0048437,0.0036451,0.00042239,0.00096585,0.96756,0.96766,0.98025,0.75301,,0.005842,0.005842,0.005842
128,0.012086,0.01115,0.0049221,0.0036734,0.00042003,0.0013221,0.97315,0.9701,0.98107,0.7651,,0.005809,0.005809,0.005809
129,0.01176,0.011123,0.0048512,0.0036739,0.00043695,0.00075981,0.96668,0.96682,0.98033,0.76033,,0.005776,0.005776,0.005776
130,0.01169,0.011129,0.0047728,0.0036036,0.00042012,0.00099222,0.97278,0.96502,0.98173,0.75914,,0.005743,0.005743,0.005743
131,0.011702,0.011293,0.0047635,0.0036726,0.00040555,0.0010872,0.97528,0.96877,0.98256,0.76229,,0.00571,0.00571,0.00571
132,0.012005,0.011223,0.0046575,0.0037063,0.00042859,0.00080876,0.96965,0.96916,0.98202,0.75904,,0.005677,0.005677,0.005677
133,0.01187,0.011616,0.004771,0.0036977,0.00044459,0.00060585,0.97955,0.96573,0.97994,0.75499,,0.005644,0.005644,0.005644
134,0.011586,0.011283,0.0047195,0.0036568,0.00039735,0.00050682,0.96985,0.97256,0.98021,0.75396,,0.005611,0.005611,0.005611
135,0.011446,0.011325,0.0047728,0.0036053,0.00042312,0.00054092,0.9773,0.9729,0.97923,0.75904,,0.005578,0.005578,0.005578
136,0.011629,0.011311,0.0046366,0.0037545,0.00043776,0.00077185,0.97796,0.96732,0.97599,0.75284,,0.005545,0.005545,0.005545
137,0.011909,0.011249,0.0048436,0.0037433,0.00041413,0.00066374,0.97466,0.97178,0.9788,0.75264,,0.005512,0.005512,0.005512
138,0.011482,0.011357,0.0047518,0.0037934,0.00040678,0.0014326,0.97959,0.96177,0.97859,0.7594,,0.005479,0.005479,0.005479
139,0.011448,0.011224,0.0046308,0.0037232,0.00041744,0.00092415,0.97048,0.96323,0.98022,0.76382,,0.005446,0.005446,0.005446
140,0.011613,0.011531,0.0047846,0.0036843,0.00041015,0.00096764,0.97433,0.96793,0.98082,0.75658,,0.005413,0.005413,0.005413
141,0.011311,0.011026,0.0047414,0.0038589,0.00041313,0.00054698,0.97475,0.96609,0.98166,0.76695,,0.00538,0.00538,0.00538
142,0.011316,0.010958,0.0047265,0.0036237,0.00037112,0.00051017,0.97038,0.97106,0.98009,0.76144,,0.005347,0.005347,0.005347
143,0.011503,0.011009,0.0047187,0.003683,0.00044773,0.00067212,0.97404,0.96354,0.98047,0.76133,,0.005314,0.005314,0.005314
144,0.01134,0.011057,0.004612,0.0037162,0.000408,0.00071064,0.97845,0.96538,0.98127,0.76528,,0.005281,0.005281,0.005281
145,0.011178,0.011278,0.0046522,0.0036836,0.0003977,0.00058732,0.97482,0.97076,0.98102,0.75884,,0.005248,0.005248,0.005248
146,0.011102,0.01111,0.0046526,0.0036674,0.00037323,0.00068479,0.97373,0.97048,0.98044,0.75772,,0.005215,0.005215,0.005215
147,0.010908,0.01103,0.0046699,0.003695,0.00039839,0.00068967,0.97708,0.96546,0.98158,0.76212,,0.005182,0.005182,0.005182
148,0.011237,0.011144,0.0045888,0.0036847,0.00040208,0.00060668,0.97846,0.96442,0.98541,0.75876,,0.005149,0.005149,0.005149
149,0.010873,0.010973,0.0045535,0.0035768,0.00039251,0.0006114,0.97084,0.97685,0.98372,0.76528,,0.005116,0.005116,0.005116
150,0.011121,0.010994,0.0046987,0.0035566,0.00037793,0.00050956,0.97647,0.96951,0.98119,0.76521,,0.005083,0.005083,0.005083
151,0.011024,0.011026,0.0046388,0.0034815,0.00036857,0.00053468,0.97764,0.96833,0.9841,0.76049,,0.00505,0.00505,0.00505
152,0.010953,0.010926,0.0045381,0.0035336,0.00035354,0.00053925,0.97689,0.9632,0.98427,0.76073,,0.005017,0.005017,0.005017
153,0.010862,0.011042,0.0046062,0.0035763,0.00037581,0.00053901,0.97484,0.97065,0.98335,0.7555,,0.004984,0.004984,0.004984
154,0.010825,0.010795,0.0046552,0.0036242,0.00036708,0.00052114,0.97336,0.96828,0.98312,0.76188,,0.004951,0.004951,0.004951
155,0.010944,0.010643,0.0047261,0.0035695,0.00035996,0.00046202,0.97672,0.96629,0.98069,0.76656,,0.004918,0.004918,0.004918
156,0.010838,0.010724,0.0045468,0.0035601,0.00037888,0.0004942,0.97222,0.96884,0.97972,0.75838,,0.004885,0.004885,0.004885
157,0.010961,0.010803,0.0045788,0.0035964,0.00040312,0.00054195,0.96679,0.97409,0.98086,0.75813,,0.004852,0.004852,0.004852
158,0.010797,0.010832,0.0045424,0.0036119,0.00036944,0.00052447,0.97149,0.97337,0.98149,0.76619,,0.004819,0.004819,0.004819
159,0.010653,0.010756,0.0044982,0.0035638,0.00036241,0.00059871,0.97614,0.97237,0.98289,0.76553,,0.004786,0.004786,0.004786
160,0.010512,0.010876,0.0043923,0.0036552,0.0003834,0.00065249,0.98118,0.96455,0.98097,0.76194,,0.004753,0.004753,0.004753
161,0.010648,0.010957,0.0044671,0.0037016,0.00035658,0.0007864,0.98005,0.96406,0.9812,0.76493,,0.00472,0.00472,0.00472
162,0.010716,0.010836,0.0044272,0.0037389,0.00039215,0.00081287,0.97733,0.96589,0.98107,0.76881,,0.004687,0.004687,0.004687
163,0.010547,0.010648,0.0045601,0.0036446,0.0003494,0.00066226,0.9716,0.97342,0.98157,0.76538,,0.004654,0.004654,0.004654
164,0.010449,0.010743,0.0045194,0.0036119,0.00034514,0.00066886,0.9773,0.97351,0.98266,0.76066,,0.004621,0.004621,0.004621
165,0.010608,0.010819,0.0044242,0.0036195,0.00035749,0.00063348,0.97256,0.97516,0.98231,0.76563,,0.004588,0.004588,0.004588
166,0.01022,0.010945,0.0044873,0.0036757,0.00032905,0.00074628,0.97714,0.96717,0.98222,0.76139,,0.004555,0.004555,0.004555
167,0.010198,0.010741,0.0043061,0.0035907,0.0003173,0.00077867,0.9765,0.97092,0.98007,0.76632,,0.004522,0.004522,0.004522
168,0.010464,0.010856,0.0043195,0.0035836,0.00036487,0.00074513,0.97642,0.9748,0.98156,0.76527,,0.004489,0.004489,0.004489
169,0.010258,0.010669,0.0042985,0.0035855,0.00032588,0.00068602,0.97662,0.97149,0.98036,0.76437,,0.004456,0.004456,0.004456
170,0.010162,0.010672,0.0043074,0.0035788,0.00032647,0.00057982,0.97341,0.97111,0.9789,0.76601,,0.004423,0.004423,0.004423
171,0.010276,0.010663,0.0041958,0.0036003,0.00034031,0.00083263,0.96726,0.97454,0.98018,0.76832,,0.00439,0.00439,0.00439
172,0.01021,0.010769,0.0043779,0.0036407,0.00034359,0.00095402,0.98157,0.96247,0.97973,0.76436,,0.004357,0.004357,0.004357
173,0.010427,0.010666,0.0042723,0.0036694,0.00033657,0.00095728,0.98239,0.96435,0.97767,0.76141,,0.004324,0.004324,0.004324
174,0.010147,0.010851,0.0043676,0.0035961,0.00032104,0.00094381,0.97732,0.97191,0.9783,0.75997,,0.004291,0.004291,0.004291
175,0.010075,0.010796,0.004187,0.0035411,0.00031705,0.00067669,0.97826,0.97103,0.98249,0.76189,,0.004258,0.004258,0.004258
176,0.010014,0.010614,0.0042345,0.0035033,0.00032163,0.00065872,0.97641,0.97292,0.9824,0.76757,,0.004225,0.004225,0.004225
177,0.0097911,0.01048,0.0042419,0.0035068,0.00031668,0.00071624,0.97745,0.97369,0.98372,0.76767,,0.004192,0.004192,0.004192
178,0.010038,0.010677,0.0042042,0.003568,0.0003114,0.00069226,0.98176,0.96985,0.98379,0.76351,,0.004159,0.004159,0.004159
179,0.010106,0.010584,0.0042245,0.0036016,0.00033593,0.00080739,0.97453,0.9722,0.98166,0.76378,,0.004126,0.004126,0.004126
180,0.0098834,0.010597,0.0042017,0.0035527,0.0003045,0.00068022,0.97585,0.9674,0.98287,0.76525,,0.004093,0.004093,0.004093
181,0.0099827,0.010594,0.0043362,0.0035714,0.0003105,0.00066376,0.97528,0.97701,0.98213,0.76337,,0.00406,0.00406,0.00406
182,0.0098837,0.010557,0.0042843,0.0035865,0.00031696,0.00065991,0.98258,0.9709,0.98072,0.76871,,0.004027,0.004027,0.004027
183,0.0094731,0.010508,0.0039608,0.0035678,0.00029336,0.00059973,0.97664,0.97368,0.98061,0.77178,,0.003994,0.003994,0.003994
184,0.0096357,0.010594,0.0042416,0.0035918,0.00030187,0.00058665,0.97483,0.97083,0.98195,0.76815,,0.003961,0.003961,0.003961
185,0.00967,0.010559,0.004023,0.0036395,0.00030314,0.00080504,0.97504,0.97209,0.98145,0.76993,,0.003928,0.003928,0.003928
186,0.0096435,0.010555,0.0041584,0.0035949,0.00030677,0.00084035,0.97887,0.9668,0.98125,0.76538,,0.003895,0.003895,0.003895
187,0.009679,0.010532,0.0041109,0.0036294,0.00031719,0.00087904,0.97741,0.96508,0.978,0.767,,0.003862,0.003862,0.003862
188,0.0094952,0.010582,0.0041785,0.0036011,0.00030217,0.00079818,0.97652,0.96783,0.97739,0.76772,,0.003829,0.003829,0.003829
189,0.0094951,0.010611,0.0040451,0.0036206,0.0003137,0.00075236,0.97619,0.96497,0.97912,0.77589,,0.003796,0.003796,0.003796
