               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,             0.01044,           0.0051187,          0.00035568,              0.9701,             0.95977,              0.9706,               0.746,           0.0099939,           0.0039692,           0.0005088,            0.004885,            0.004885,            0.004885
                 157,            0.010521,            0.004865,          0.00035776,             0.96574,             0.95884,              0.9692,             0.74519,            0.010077,           0.0039786,          0.00046291,            0.004852,            0.004852,            0.004852
                 158,            0.010514,           0.0050832,          0.00034134,             0.96647,             0.96385,             0.97057,             0.74522,            0.010322,           0.0039967,          0.00051545,            0.004819,            0.004819,            0.004819
                 159,            0.010411,           0.0051142,           0.0003638,             0.96306,             0.95972,             0.96661,             0.74895,            0.010365,           0.0039526,          0.00052897,            0.004786,            0.004786,            0.004786
                 160,            0.010298,           0.0050753,          0.00033508,             0.96659,              0.9648,             0.97301,             0.74954,            0.010021,           0.0039264,          0.00048451,            0.004753,            0.004753,            0.004753
                 161,            0.010464,           0.0051295,            0.000366,             0.97955,             0.95125,             0.97209,             0.74691,            0.010023,           0.0039368,           0.0004731,             0.00472,             0.00472,             0.00472
                 162,            0.010521,           0.0050565,           0.0003626,             0.96495,             0.96509,              0.9679,             0.74429,            0.010019,           0.0039326,          0.00050338,            0.004687,            0.004687,            0.004687
                 163,            0.010006,           0.0050415,          0.00032163,              0.9682,             0.96782,             0.96913,             0.74739,            0.010068,           0.0039238,          0.00049208,            0.004654,            0.004654,            0.004654
                 164,            0.010577,           0.0050012,          0.00034577,             0.96417,             0.96619,             0.96704,             0.74935,            0.010104,           0.0038781,          0.00049797,            0.004621,            0.004621,            0.004621
                 165,            0.010217,           0.0049475,          0.00033966,             0.96266,             0.96857,             0.96884,             0.74885,            0.010304,           0.0039839,          0.00048912,            0.004588,            0.004588,            0.004588
                 166,            0.010345,           0.0051006,          0.00032234,             0.96941,             0.95925,             0.96497,             0.74603,             0.01013,           0.0039364,          0.00053533,            0.004555,            0.004555,            0.004555
                 167,            0.010221,           0.0048154,          0.00032759,               0.968,             0.96146,             0.96863,             0.75224,            0.010108,           0.0039614,          0.00048601,            0.004522,            0.004522,            0.004522
                 168,            0.010156,            0.004933,          0.00034455,              0.9631,             0.96886,             0.97024,             0.75412,           0.0099889,           0.0039905,           0.0005414,            0.004489,            0.004489,            0.004489
                 169,            0.010277,           0.0051046,          0.00032646,             0.96555,             0.96773,             0.96913,             0.74821,            0.010044,           0.0039315,          0.00050111,            0.004456,            0.004456,            0.004456
                 170,           0.0099525,           0.0049862,          0.00032976,             0.97011,             0.96379,             0.96581,             0.75169,           0.0099927,           0.0039283,           0.0004945,            0.004423,            0.004423,            0.004423
                 171,            0.010096,           0.0047961,          0.00032927,              0.9738,             0.95909,             0.96949,              0.7504,           0.0099708,           0.0039348,          0.00046658,             0.00439,             0.00439,             0.00439
                 172,            0.010041,           0.0049226,          0.00036825,             0.96285,             0.96867,             0.97042,             0.75239,           0.0099278,           0.0039114,          0.00047619,            0.004357,            0.004357,            0.004357
                 173,           0.0097307,           0.0047746,          0.00033568,              0.9673,             0.96296,             0.96582,             0.75233,           0.0097923,           0.0039041,          0.00046216,            0.004324,            0.004324,            0.004324
                 174,            0.010075,            0.004972,          0.00033766,             0.96398,             0.96991,             0.96851,             0.74721,           0.0097453,           0.0038825,          0.00045915,            0.004291,            0.004291,            0.004291
                 175,           0.0099305,           0.0047397,          0.00031288,             0.96423,             0.96616,             0.96553,             0.75505,           0.0097273,           0.0039363,           0.0004513,            0.004258,            0.004258,            0.004258
                 176,           0.0098641,            0.004721,          0.00031321,             0.97187,             0.96002,             0.97114,             0.75281,           0.0098708,           0.0038988,          0.00051457,            0.004225,            0.004225,            0.004225
                 177,            0.010064,           0.0048395,          0.00032054,             0.96601,             0.95902,             0.96996,             0.75255,           0.0099016,           0.0039679,          0.00053437,            0.004192,            0.004192,            0.004192
                 178,           0.0098376,            0.004822,          0.00033703,              0.9591,             0.96255,             0.96921,             0.75199,           0.0098553,            0.004045,          0.00051522,            0.004159,            0.004159,            0.004159
                 179,           0.0098561,           0.0048333,          0.00030906,             0.96983,             0.95564,             0.96973,             0.75022,            0.010001,           0.0039895,          0.00048248,            0.004126,            0.004126,            0.004126
                 180,           0.0098787,           0.0048841,          0.00030843,             0.96868,             0.96795,             0.96883,             0.74796,           0.0099499,            0.003944,          0.00049397,            0.004093,            0.004093,            0.004093
                 181,           0.0096001,           0.0046162,          0.00031738,             0.97321,              0.9612,             0.97018,             0.74784,           0.0097846,           0.0039029,          0.00049491,             0.00406,             0.00406,             0.00406
                 182,           0.0095175,           0.0045978,          0.00030181,             0.97534,             0.96196,             0.96999,             0.75208,            0.009733,           0.0038957,          0.00046539,            0.004027,            0.004027,            0.004027
                 183,           0.0096238,           0.0047786,          0.00029547,             0.97752,             0.96066,             0.97191,             0.74992,           0.0096149,           0.0039115,          0.00047675,            0.003994,            0.003994,            0.003994
                 184,           0.0095438,           0.0047363,          0.00030683,             0.97776,             0.95691,             0.97022,             0.74745,           0.0097267,           0.0039556,          0.00050413,            0.003961,            0.003961,            0.003961
                 185,           0.0095768,           0.0048207,          0.00031419,             0.97684,             0.95805,             0.96836,             0.75234,           0.0098766,            0.003943,          0.00057289,            0.003928,            0.003928,            0.003928
                 186,           0.0095022,           0.0046144,          0.00029148,             0.97175,             0.96414,             0.96804,             0.75188,           0.0098313,           0.0038988,          0.00059546,            0.003895,            0.003895,            0.003895
                 187,             0.00949,            0.004747,          0.00030696,             0.97481,             0.96415,             0.97087,             0.75156,           0.0097986,           0.0039505,          0.00055424,            0.003862,            0.003862,            0.003862
                 188,           0.0094778,           0.0046572,           0.0003214,             0.97918,             0.96374,             0.97225,             0.75021,           0.0098834,           0.0039532,          0.00056752,            0.003829,            0.003829,            0.003829
                 189,           0.0090988,           0.0045898,          0.00028969,             0.97861,             0.95754,             0.96586,             0.74774,           0.0098542,           0.0039093,          0.00058299,            0.003796,            0.003796,            0.003796
                 190,           0.0093369,           0.0045353,          0.00029572,             0.97144,             0.96018,             0.96986,             0.74974,           0.0098227,           0.0039257,          0.00056735,            0.003763,            0.003763,            0.003763
                 191,           0.0090404,           0.0045225,          0.00030577,             0.97333,             0.96325,             0.97051,             0.74934,           0.0097946,           0.0039374,          0.00056731,             0.00373,             0.00373,             0.00373
                 192,           0.0091226,           0.0046221,          0.00026172,             0.97395,               0.961,             0.97213,             0.74811,           0.0098793,           0.0038768,          0.00055384,            0.003697,            0.003697,            0.003697
                 193,           0.0093192,           0.0046657,          0.00028626,             0.97713,             0.95873,              0.9699,             0.74959,           0.0097473,           0.0038384,          0.00051938,            0.003664,            0.003664,            0.003664
                 194,           0.0091815,           0.0046457,          0.00029014,             0.97276,             0.96405,             0.96562,               0.751,           0.0097542,            0.003916,          0.00048341,            0.003631,            0.003631,            0.003631
                 195,           0.0090705,           0.0045005,          0.00027753,             0.97739,             0.96345,             0.97098,             0.75332,           0.0098363,           0.0038913,          0.00046492,            0.003598,            0.003598,            0.003598
                 196,           0.0089975,            0.004432,          0.00027404,             0.97176,             0.96168,              0.9678,              0.7513,           0.0097289,           0.0038994,          0.00044105,            0.003565,            0.003565,            0.003565
                 197,           0.0091891,           0.0044724,           0.0002824,             0.97636,             0.95792,             0.97023,             0.75593,           0.0096448,             0.00393,          0.00044585,            0.003532,            0.003532,            0.003532
                 198,            0.008848,           0.0045185,          0.00027498,             0.96767,             0.96744,             0.96754,             0.75608,           0.0096092,            0.003899,          0.00046239,            0.003499,            0.003499,            0.003499
                 199,           0.0089583,           0.0045032,           0.0002865,             0.97311,             0.95751,             0.96471,             0.75259,            0.009646,           0.0038564,          0.00046464,            0.003466,            0.003466,            0.003466
                 200,           0.0090773,           0.0045179,          0.00028064,             0.97472,             0.95902,             0.96682,             0.75399,           0.0097421,            0.003922,          0.00048553,            0.003433,            0.003433,            0.003433
                 201,           0.0088904,           0.0044549,          0.00028592,             0.97295,             0.96467,             0.96944,             0.75572,           0.0095655,           0.0039411,          0.00049189,              0.0034,              0.0034,              0.0034
                 202,           0.0087126,           0.0045304,          0.00026731,             0.97655,             0.95819,             0.96649,             0.75048,           0.0096554,            0.003911,           0.0005639,            0.003367,            0.003367,            0.003367
                 203,           0.0088578,           0.0044461,          0.00025111,             0.97536,             0.96308,             0.96942,              0.7509,           0.0096435,           0.0038848,          0.00051689,            0.003334,            0.003334,            0.003334
                 204,           0.0086824,           0.0044139,          0.00025753,             0.97703,             0.96076,              0.9675,             0.75603,           0.0095918,           0.0038595,          0.00049316,            0.003301,            0.003301,            0.003301
                 205,            0.008622,           0.0043597,          0.00026073,             0.97567,             0.95657,             0.96628,             0.75536,           0.0095435,           0.0038958,          0.00049695,            0.003268,            0.003268,            0.003268
                 206,           0.0087062,           0.0045308,          0.00025974,             0.97102,             0.96061,             0.96584,             0.75704,           0.0095377,            0.003893,          0.00049402,            0.003235,            0.003235,            0.003235
                 207,           0.0086408,           0.0043406,          0.00025684,             0.97011,             0.96255,             0.96541,             0.75162,           0.0094582,            0.003837,          0.00045249,            0.003202,            0.003202,            0.003202
                 208,           0.0085032,           0.0043559,           0.0002421,             0.96917,             0.96245,             0.96591,              0.7559,           0.0094448,           0.0038656,          0.00043443,            0.003169,            0.003169,            0.003169
                 209,           0.0086235,           0.0044065,          0.00024261,             0.97775,             0.95948,             0.96538,             0.75327,           0.0094587,           0.0038515,          0.00041212,            0.003136,            0.003136,            0.003136
                 210,           0.0085802,           0.0044636,           0.0002544,             0.97253,             0.96066,             0.96616,             0.75445,           0.0095192,           0.0038357,          0.00038664,            0.003103,            0.003103,            0.003103
                 211,            0.008395,           0.0043411,          0.00024434,             0.97621,             0.95957,             0.96916,             0.75269,           0.0095505,           0.0038877,          0.00037775,             0.00307,             0.00307,             0.00307
                 212,           0.0084785,           0.0041849,          0.00024728,             0.97912,             0.95982,             0.96845,              0.7544,           0.0095297,           0.0039374,          0.00039466,            0.003037,            0.003037,            0.003037
                 213,           0.0084281,           0.0042661,          0.00025489,             0.97943,             0.95665,             0.97064,             0.75729,           0.0094691,           0.0039208,          0.00042573,            0.003004,            0.003004,            0.003004
                 214,           0.0084671,           0.0042182,          0.00023516,             0.96741,             0.96432,             0.96651,             0.75376,           0.0094779,           0.0039656,          0.00041062,            0.002971,            0.002971,            0.002971
                 215,           0.0084515,           0.0042722,          0.00023869,             0.96654,             0.96403,             0.96747,             0.75433,           0.0095091,           0.0039481,          0.00041356,            0.002938,            0.002938,            0.002938
                 216,           0.0082291,           0.0042141,          0.00022553,             0.97676,             0.95679,             0.96671,             0.75647,           0.0095064,           0.0039282,          0.00038714,            0.002905,            0.002905,            0.002905
                 217,           0.0083604,           0.0041762,          0.00023801,             0.97548,             0.95944,             0.96617,             0.75354,           0.0095325,           0.0039652,          0.00041697,            0.002872,            0.002872,            0.002872
                 218,           0.0084052,           0.0042578,          0.00023149,             0.97553,             0.96061,             0.96652,             0.75447,           0.0095208,           0.0039831,          0.00042939,            0.002839,            0.002839,            0.002839
                 219,           0.0081526,           0.0041724,          0.00022768,             0.97457,             0.96323,             0.96646,             0.75449,           0.0094492,           0.0039453,          0.00043707,            0.002806,            0.002806,            0.002806
                 220,           0.0081148,           0.0041363,          0.00022928,             0.97613,             0.96028,             0.96663,             0.75226,           0.0095189,           0.0039072,          0.00042348,            0.002773,            0.002773,            0.002773
                 221,           0.0081526,           0.0041696,          0.00022261,             0.97049,             0.96622,             0.96682,             0.75285,           0.0095441,            0.003924,          0.00041201,             0.00274,             0.00274,             0.00274
                 222,           0.0080263,           0.0040037,          0.00021569,             0.97306,             0.96301,             0.96675,             0.75475,           0.0095372,           0.0039748,          0.00042278,            0.002707,            0.002707,            0.002707
                 223,           0.0079536,           0.0042797,          0.00023179,             0.96832,             0.96973,             0.96889,             0.75873,           0.0094505,           0.0039292,           0.0004031,            0.002674,            0.002674,            0.002674
                 224,           0.0081101,           0.0041947,          0.00022731,             0.97674,             0.95823,             0.96756,             0.76484,           0.0093441,           0.0039342,          0.00035708,            0.002641,            0.002641,            0.002641
                 225,           0.0077649,           0.0041434,          0.00021622,              0.9728,              0.9622,             0.96821,             0.76393,           0.0093446,           0.0039867,          0.00035302,            0.002608,            0.002608,            0.002608
                 226,           0.0078686,           0.0041172,            0.000215,             0.97257,             0.96241,             0.96793,             0.76248,           0.0094412,           0.0040159,           0.0003816,            0.002575,            0.002575,            0.002575
                 227,           0.0078649,           0.0041059,          0.00023376,             0.97384,             0.96388,             0.96711,             0.75974,           0.0094774,           0.0039786,          0.00042207,            0.002542,            0.002542,            0.002542
                 228,           0.0078963,           0.0041072,          0.00021719,             0.97491,             0.96066,             0.96699,             0.75765,           0.0094608,           0.0039475,          0.00043031,            0.002509,            0.002509,            0.002509
                 229,           0.0079266,           0.0040784,          0.00021883,             0.97706,             0.95694,             0.96707,              0.7605,           0.0094623,           0.0039287,          0.00040708,            0.002476,            0.002476,            0.002476
                 230,           0.0078949,           0.0041093,          0.00021935,             0.98047,             0.95386,             0.96692,             0.75968,             0.00946,            0.003958,          0.00040845,            0.002443,            0.002443,            0.002443
                 231,           0.0076989,           0.0040704,          0.00024089,             0.97692,             0.95793,             0.96718,             0.75758,           0.0095213,           0.0039864,          0.00041588,             0.00241,             0.00241,             0.00241
                 232,           0.0077232,           0.0040925,          0.00020895,             0.97698,             0.95884,             0.96761,             0.75888,             0.00959,           0.0039858,          0.00042707,            0.002377,            0.002377,            0.002377
                 233,           0.0076628,           0.0042218,          0.00023096,             0.97624,             0.96054,             0.96818,             0.76005,           0.0096108,           0.0040295,          0.00048065,            0.002344,            0.002344,            0.002344
                 234,           0.0077438,           0.0039423,          0.00024078,             0.97957,             0.95893,             0.97131,             0.75912,            0.009563,            0.004009,          0.00044233,            0.002311,            0.002311,            0.002311
                 235,           0.0076268,           0.0040257,          0.00020014,             0.97756,             0.96072,             0.97149,             0.76112,           0.0094566,           0.0039954,          0.00040313,            0.002278,            0.002278,            0.002278
                 236,           0.0075602,           0.0039584,          0.00020747,             0.97962,             0.95538,             0.96815,             0.76254,           0.0094703,           0.0039428,          0.00041196,            0.002245,            0.002245,            0.002245
                 237,           0.0075741,           0.0040522,          0.00020045,             0.97752,             0.95786,             0.96991,             0.76258,           0.0095008,           0.0039224,          0.00044513,            0.002212,            0.002212,            0.002212
                 238,           0.0076572,           0.0039014,          0.00021572,              0.9699,             0.96482,             0.96774,             0.76292,            0.009523,           0.0039326,          0.00043657,            0.002179,            0.002179,            0.002179
                 239,           0.0075809,            0.003913,          0.00020213,              0.9796,             0.95717,             0.96746,             0.76209,           0.0094011,           0.0039339,          0.00040362,            0.002146,            0.002146,            0.002146
                 240,           0.0074335,           0.0040461,          0.00019135,             0.97941,             0.95737,             0.96897,             0.76362,           0.0094025,            0.003948,          0.00039994,            0.002113,            0.002113,            0.002113
                 241,           0.0075474,           0.0039972,          0.00020527,             0.97996,             0.96078,              0.9696,             0.76125,           0.0094215,           0.0039683,          0.00039609,             0.00208,             0.00208,             0.00208
                 242,           0.0072667,            0.003998,          0.00017827,             0.97802,             0.95705,             0.96808,             0.76296,           0.0094213,           0.0039859,          0.00041235,            0.002047,            0.002047,            0.002047
                 243,           0.0074604,           0.0038889,           0.0002131,             0.97438,             0.96065,             0.96806,             0.76581,           0.0094278,           0.0039628,          0.00043039,            0.002014,            0.002014,            0.002014
                 244,           0.0073242,           0.0040055,          0.00019183,             0.97206,             0.96303,             0.96854,             0.76368,           0.0093419,           0.0039299,          0.00045113,            0.001981,            0.001981,            0.001981
                 245,           0.0071582,           0.0038643,          0.00017729,             0.97329,             0.96539,              0.9722,             0.76452,            0.009355,           0.0039425,          0.00045222,            0.001948,            0.001948,            0.001948
                 246,           0.0072972,           0.0037594,          0.00017304,             0.97272,             0.96524,             0.97013,             0.76377,           0.0093313,           0.0039286,          0.00043904,            0.001915,            0.001915,            0.001915
                 247,           0.0072763,           0.0038131,          0.00017653,             0.97175,              0.9634,             0.96789,             0.76092,           0.0093342,           0.0039404,          0.00042293,            0.001882,            0.001882,            0.001882
                 248,           0.0071226,           0.0037615,          0.00018035,              0.9731,             0.95991,             0.96749,             0.76353,           0.0093557,           0.0039478,          0.00040687,            0.001849,            0.001849,            0.001849
                 249,           0.0072784,           0.0038012,          0.00017413,             0.97741,             0.96162,             0.96983,             0.76469,           0.0093868,           0.0039695,           0.0004006,            0.001816,            0.001816,            0.001816
                 250,           0.0070839,           0.0038781,          0.00018705,              0.9757,             0.96082,             0.96715,             0.76511,           0.0094061,           0.0039816,          0.00040516,            0.001783,            0.001783,            0.001783
                 251,           0.0071336,           0.0037786,           0.0001714,             0.97675,             0.95898,              0.9672,             0.76429,           0.0094348,            0.004003,          0.00040213,             0.00175,             0.00175,             0.00175
                 252,           0.0070628,           0.0037588,          0.00017544,             0.97906,             0.95824,             0.97134,             0.76786,           0.0094021,           0.0040094,          0.00038487,            0.001717,            0.001717,            0.001717
                 253,           0.0069319,           0.0037713,          0.00017634,             0.97806,             0.96036,             0.97306,              0.7661,           0.0093912,           0.0040152,          0.00038459,            0.001684,            0.001684,            0.001684
                 254,           0.0069847,           0.0037856,          0.00017702,             0.97762,             0.96193,             0.97331,             0.76635,           0.0093919,           0.0039935,          0.00039458,            0.001651,            0.001651,            0.001651
                 255,           0.0069068,           0.0035751,          0.00015941,             0.97697,             0.96231,             0.97339,             0.76772,           0.0093816,           0.0039918,          0.00039338,            0.001618,            0.001618,            0.001618
                 256,           0.0068435,           0.0037006,           0.0001533,             0.98028,             0.95897,             0.97324,             0.76445,           0.0093457,           0.0039462,          0.00038003,            0.001585,            0.001585,            0.001585
                 257,           0.0067396,           0.0036785,          0.00015164,             0.97758,             0.96336,             0.97285,             0.76344,           0.0093677,           0.0039431,          0.00038333,            0.001552,            0.001552,            0.001552
                 258,           0.0066918,           0.0036915,          0.00016018,             0.97707,             0.95789,             0.96852,             0.76324,            0.009397,           0.0039343,          0.00038186,            0.001519,            0.001519,            0.001519
                 259,           0.0068677,           0.0035519,          0.00016522,             0.97745,             0.95753,             0.96829,             0.76568,           0.0094008,           0.0039449,          0.00036825,            0.001486,            0.001486,            0.001486
                 260,           0.0067532,           0.0036766,          0.00016254,             0.97737,             0.95747,             0.96839,             0.76843,           0.0093886,           0.0039231,          0.00036546,            0.001453,            0.001453,            0.001453
                 261,           0.0066299,           0.0036698,          0.00015176,             0.97631,              0.9616,             0.97235,             0.76685,           0.0093884,           0.0039232,           0.0003641,             0.00142,             0.00142,             0.00142
                 262,           0.0067641,           0.0036311,          0.00015243,             0.97686,             0.96098,             0.97231,             0.76842,           0.0093988,           0.0039516,          0.00036283,            0.001387,            0.001387,            0.001387
                 263,           0.0065678,           0.0034825,           0.0001447,              0.9738,             0.96641,             0.97315,             0.76837,           0.0094293,           0.0039851,          0.00036916,            0.001354,            0.001354,            0.001354
                 264,           0.0066306,           0.0035471,          0.00014772,             0.97421,             0.96605,             0.97309,             0.76475,           0.0094099,           0.0039839,          0.00036887,            0.001321,            0.001321,            0.001321
                 265,           0.0065878,           0.0035557,          0.00014422,             0.97524,             0.96579,             0.97334,             0.76551,           0.0093818,           0.0039687,          0.00035497,            0.001288,            0.001288,            0.001288
                 266,           0.0065661,           0.0035126,          0.00013781,             0.97246,             0.96743,             0.97288,             0.76578,           0.0093978,           0.0039971,          0.00034722,            0.001255,            0.001255,            0.001255
                 267,           0.0065655,           0.0035479,          0.00013852,             0.97353,              0.9655,             0.97122,             0.76697,            0.009374,           0.0039763,          0.00034869,            0.001222,            0.001222,            0.001222
                 268,            0.006402,           0.0034456,          0.00014591,             0.97364,             0.96605,             0.97108,             0.76791,           0.0093951,           0.0040145,          0.00035469,            0.001189,            0.001189,            0.001189
                 269,           0.0065087,           0.0035472,          0.00013042,             0.96992,             0.96586,             0.96739,             0.76553,           0.0094229,           0.0040718,          0.00036461,            0.001156,            0.001156,            0.001156
                 270,           0.0066042,           0.0035665,          0.00015141,             0.97004,             0.96474,             0.96698,             0.76502,           0.0094221,           0.0040809,          0.00036416,            0.001123,            0.001123,            0.001123
                 271,           0.0064462,           0.0034804,          0.00013146,             0.97169,             0.96132,             0.96672,             0.76301,           0.0094251,           0.0040799,          0.00036513,             0.00109,             0.00109,             0.00109
                 272,            0.006313,           0.0034742,          0.00012188,             0.96987,             0.96439,             0.96696,             0.76458,           0.0094579,           0.0040795,          0.00036559,            0.001057,            0.001057,            0.001057
                 273,           0.0063454,           0.0034243,          0.00013427,              0.9693,             0.96503,             0.96702,             0.76592,           0.0094739,           0.0040836,          0.00036514,            0.001024,            0.001024,            0.001024
                 274,           0.0062087,           0.0035103,          0.00012646,             0.96733,             0.96591,             0.96698,             0.76492,           0.0094623,           0.0040753,          0.00035956,            0.000991,            0.000991,            0.000991
                 275,           0.0062873,           0.0033991,          0.00013456,              0.9701,             0.96281,             0.96706,             0.76732,           0.0094474,           0.0040743,          0.00035128,            0.000958,            0.000958,            0.000958
                 276,           0.0062299,           0.0033968,          0.00012731,             0.97092,             0.96368,             0.96749,             0.76585,           0.0094389,           0.0040628,          0.00034438,            0.000925,            0.000925,            0.000925
                 277,           0.0062128,           0.0033538,          0.00011639,             0.96995,              0.9692,             0.97193,             0.76725,           0.0094532,           0.0040661,          0.00033938,            0.000892,            0.000892,            0.000892
                 278,            0.006174,            0.003443,          0.00013117,             0.97036,             0.96887,             0.97392,             0.76717,           0.0094467,            0.004069,          0.00033534,            0.000859,            0.000859,            0.000859
                 279,           0.0061421,           0.0033948,          0.00012129,             0.97605,             0.96317,             0.97385,             0.76712,           0.0094212,           0.0040867,          0.00033078,            0.000826,            0.000826,            0.000826
                 280,            0.006118,           0.0033918,          0.00012343,             0.97834,             0.96127,             0.97389,             0.76735,           0.0093963,           0.0040908,           0.0003316,            0.000793,            0.000793,            0.000793
                 281,           0.0060624,           0.0033359,          0.00011139,             0.97851,             0.96149,             0.97371,             0.77001,           0.0093853,           0.0040893,          0.00033311,             0.00076,             0.00076,             0.00076
                 282,           0.0061201,           0.0034644,          0.00013592,              0.9694,             0.96893,             0.97195,             0.76867,            0.009374,           0.0040918,          0.00033096,            0.000727,            0.000727,            0.000727
                 283,           0.0059474,           0.0033845,          0.00010731,             0.96924,             0.96846,             0.97184,             0.76931,           0.0093617,            0.004081,          0.00033098,            0.000694,            0.000694,            0.000694
                 284,           0.0059765,           0.0033285,          0.00011825,             0.96938,             0.96649,             0.97188,             0.76984,           0.0093546,           0.0040757,          0.00033238,            0.000661,            0.000661,            0.000661
                 285,            0.005995,           0.0033493,          0.00010951,             0.97194,             0.96419,             0.97023,             0.77037,           0.0093453,           0.0040799,           0.0003337,            0.000628,            0.000628,            0.000628
                 286,           0.0059552,           0.0032423,          0.00011379,             0.97035,             0.96277,              0.9671,             0.76922,           0.0093279,           0.0040988,          0.00032923,            0.000595,            0.000595,            0.000595
                 287,           0.0059193,           0.0033036,          0.00011204,              0.9713,             0.96217,             0.96721,             0.76896,           0.0093102,           0.0041087,           0.0003267,            0.000562,            0.000562,            0.000562
                 288,           0.0059011,           0.0033807,          0.00011113,              0.9735,             0.96102,             0.96755,             0.76946,           0.0093026,           0.0041107,          0.00032503,            0.000529,            0.000529,            0.000529
                 289,           0.0057674,            0.003209,          0.00010652,             0.97429,             0.96133,             0.96817,             0.77002,           0.0093108,           0.0041111,           0.0003293,            0.000496,            0.000496,            0.000496
                 290,           0.0057165,           0.0032745,          9.6517e-05,             0.97136,             0.96383,             0.96855,             0.77064,           0.0093158,           0.0041129,          0.00033492,            0.000463,            0.000463,            0.000463
                 291,           0.0057702,           0.0033891,          0.00010807,              0.9737,             0.95988,             0.96865,             0.77085,           0.0093296,           0.0041141,          0.00034107,             0.00043,             0.00043,             0.00043
                 292,           0.0056672,           0.0033518,          0.00010139,             0.97785,             0.95623,             0.96873,             0.77046,           0.0093367,           0.0041179,          0.00034199,            0.000397,            0.000397,            0.000397
                 293,           0.0057888,           0.0033202,          0.00011138,             0.97986,             0.95797,             0.97288,             0.77099,           0.0093409,           0.0041325,          0.00034021,            0.000364,            0.000364,            0.000364
                 294,           0.0056434,           0.0032736,          0.00012021,             0.97723,             0.96052,             0.97292,             0.77173,           0.0093356,           0.0041405,          0.00033749,            0.000331,            0.000331,            0.000331
                 295,           0.0057549,           0.0033197,          0.00010382,             0.97539,              0.9588,               0.969,             0.77332,           0.0093303,           0.0041354,          0.00033439,            0.000298,            0.000298,            0.000298
                 296,           0.0057315,            0.003171,           9.696e-05,             0.97607,             0.95793,             0.96907,             0.77195,           0.0093257,           0.0041336,          0.00033245,            0.000265,            0.000265,            0.000265
                 297,           0.0056238,           0.0032661,          0.00010164,             0.97436,             0.95958,             0.96905,             0.77127,           0.0093345,           0.0041306,          0.00033156,            0.000232,            0.000232,            0.000232
                 298,             0.00564,            0.003212,          0.00010416,             0.97441,             0.95958,             0.96913,             0.77108,           0.0093286,           0.0041344,          0.00033027,            0.000199,            0.000199,            0.000199
                 299,           0.0057137,           0.0032546,          0.00010921,             0.97297,             0.96375,             0.96901,             0.76989,           0.0093215,           0.0041374,          0.00032862,            0.000166,            0.000166,            0.000166
